Employee_ID,Age,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Gender_Male,Marital_Status_Married,Marital_Status_Single,Department_HR,Department_IT,Department_Marketing,Department_Sales,Job_Role_Assistant,Job_Role_Executive,Job_Role_Manager,Overtime_Yes,Attrition_Yes
207,38,4,11947,68,14,8,6,4,1,1,68,5,44,0,2,2,2,3,2,True,True,False,False,False,False,True,False,True,False,False,True
208,45,5,16946,68,18,11,0,1,4,1,2,3,57,6,4,2,2,13,1,False,False,False,False,False,False,False,True,False,False,False,False
209,22,5,8930,42,6,4,7,1,5,4,37,5,41,0,4,4,1,28,4,True,True,False,False,False,False,False,False,True,False,True,False
210,38,3,8402,70,10,3,6,3,5,3,76,3,50,18,1,1,2,11,3,True,False,True,True,False,False,False,False,False,True,True,False
211,39,3,19017,83,24,14,3,4,4,2,41,5,57,7,2,3,4,11,4,True,False,False,False,False,False,True,False,True,False,True,True
212,51,2,3507,91,18,7,4,4,2,1,82,5,56,2,4,4,4,21,4,False,False,False,False,True,False,False,True,False,False,True,False
213,26,2,4436,72,27,5,9,2,4,4,39,2,55,0,1,3,4,21,1,False,True,False,False,False,False,False,False,False,False,False,False
214,52,5,14618,92,9,2,0,2,1,3,49,9,38,0,3,2,2,7,1,True,False,False,False,False,False,False,False,True,False,False,False
215,59,3,11750,89,8,2,3,4,4,3,34,7,43,6,4,4,2,17,4,True,True,False,True,False,False,False,False,True,False,False,False
216,58,1,19122,56,28,11,0,3,1,3,23,6,42,12,2,3,3,48,2,False,True,False,False,False,True,False,False,False,True,True,True
217,37,4,10354,52,10,6,0,3,3,4,87,5,57,0,3,1,3,14,3,False,True,False,False,True,False,False,True,False,False,True,False
218,59,3,14294,82,17,8,9,2,1,1,16,4,55,15,4,4,3,33,2,False,True,False,False,False,False,True,False,True,False,False,False
219,20,3,16840,67,23,1,0,1,5,3,39,8,35,13,4,3,2,11,2,True,False,True,False,False,False,False,False,True,False,True,False
220,30,2,7399,47,29,11,6,3,4,4,73,2,48,3,2,4,3,13,3,False,True,False,False,False,False,False,False,True,False,False,False
221,47,4,8037,85,26,6,6,1,1,4,65,8,33,11,4,4,4,1,1,True,False,False,False,True,False,False,False,True,False,False,False
222,44,5,18848,70,6,12,3,3,2,2,43,1,49,11,2,2,2,34,2,False,False,True,False,False,True,False,False,False,False,False,False
223,42,3,6715,86,14,2,1,4,3,4,22,1,46,16,2,2,1,9,1,True,False,False,False,False,False,False,True,False,False,False,False
224,50,5,17877,65,22,2,2,2,2,3,5,3,48,14,2,1,2,13,3,False,False,True,False,True,False,False,False,False,True,True,False
225,49,3,10837,88,22,7,7,1,2,3,65,5,32,9,2,2,3,37,2,False,True,False,True,False,False,False,False,False,True,False,False
226,54,5,4301,57,6,10,7,1,2,4,20,6,58,2,4,2,2,30,1,False,False,True,False,False,True,False,False,False,False,True,False
227,26,4,10370,29,26,1,5,4,3,3,34,4,43,19,3,2,3,41,1,False,False,True,False,False,False,True,True,False,False,False,False
228,35,2,9411,52,7,6,9,3,3,4,28,7,46,19,3,3,3,45,2,False,False,False,False,False,False,False,False,True,False,False,False
229,45,4,9365,29,12,14,8,1,3,3,6,7,42,11,1,4,1,37,3,True,False,False,False,True,False,False,False,False,False,False,False
230,21,1,18449,19,3,7,8,3,3,2,92,2,38,0,2,2,1,47,4,False,True,False,True,False,False,False,True,False,False,False,False
231,20,2,3692,97,14,14,3,4,2,1,52,2,56,0,4,3,4,7,1,False,False,True,False,False,False,True,False,True,False,True,True
232,31,4,4478,68,22,8,0,2,5,2,36,2,30,9,4,4,3,14,3,False,False,True,False,True,False,False,False,False,False,True,False
233,24,1,9396,65,19,7,0,1,5,2,22,2,54,17,1,2,2,48,2,True,False,True,False,True,False,False,True,False,False,True,True
234,56,3,11448,24,23,6,9,3,3,1,96,9,46,14,3,2,1,6,1,False,True,False,False,False,False,True,False,False,True,True,False
235,51,3,13622,26,16,9,4,1,4,3,7,5,45,1,4,4,1,34,1,True,True,False,True,False,False,False,False,False,True,False,False
236,28,5,19825,18,7,13,1,3,1,1,75,8,47,16,1,3,3,16,1,False,True,False,True,False,False,False,True,False,False,True,False
237,54,2,13073,32,8,3,5,3,4,4,47,5,31,7,3,3,2,37,3,False,True,False,False,False,True,False,False,False,True,True,True
238,38,3,5646,94,18,11,6,3,4,1,9,5,43,8,4,1,1,36,1,True,True,False,False,False,False,False,True,False,False,False,False
239,35,2,8209,50,25,6,0,4,4,2,78,1,51,19,2,4,1,46,1,False,False,False,False,False,False,True,False,True,False,True,False
240,22,3,9533,39,13,4,5,2,5,1,23,6,52,10,1,1,2,6,2,True,False,True,False,False,False,True,True,False,False,True,False
241,39,5,10211,90,21,2,7,1,1,3,89,4,56,5,4,3,1,8,1,True,False,True,False,False,False,True,False,True,False,True,False
242,43,4,12927,50,9,1,4,2,4,2,46,3,46,13,1,2,2,24,3,False,False,True,True,False,False,False,False,False,False,True,True
243,52,5,14927,81,10,12,6,3,3,4,52,6,32,0,1,1,3,3,2,True,False,True,False,False,False,False,True,False,False,False,False
244,43,1,12316,23,21,12,9,3,5,3,38,2,31,6,1,3,1,4,4,False,False,True,False,False,True,False,False,False,False,False,False
245,30,3,15177,75,23,14,5,2,3,2,66,8,37,8,2,3,3,32,2,False,False,True,False,True,False,False,False,False,True,True,False
246,27,1,13846,67,27,1,3,2,3,4,65,1,54,10,3,2,2,1,1,True,False,True,False,True,False,False,False,True,False,False,False
247,55,1,10933,32,9,11,6,1,4,3,5,9,58,15,3,4,3,34,4,True,False,True,False,False,False,True,True,False,False,True,False
248,57,2,8476,57,15,10,9,3,3,4,20,8,31,18,4,3,3,45,2,True,False,False,False,False,False,False,False,False,False,True,False
249,59,3,16853,49,20,3,8,2,1,1,72,1,31,1,2,1,3,9,1,True,False,True,True,False,False,False,False,True,False,True,False
250,39,1,10928,77,2,4,9,4,3,1,73,9,55,14,3,2,4,12,2,False,False,False,False,False,False,False,False,True,False,False,False
251,54,4,5080,92,25,2,9,3,4,4,35,2,38,2,4,4,2,10,3,False,True,False,False,False,False,False,False,False,True,False,False
252,44,1,9089,18,13,13,6,3,3,1,2,3,59,3,4,4,2,10,1,True,False,True,True,False,False,False,False,False,True,False,False
253,54,4,10797,55,2,12,4,1,5,4,87,2,49,19,1,4,2,44,3,False,True,False,False,False,False,True,False,True,False,False,False
254,44,2,11346,59,19,11,6,4,5,3,85,8,50,6,2,3,2,48,1,False,True,False,False,False,False,False,False,True,False,False,False
255,48,1,3904,64,26,11,2,1,5,2,77,2,58,11,3,4,2,23,3,False,True,False,False,True,False,False,True,False,False,False,False
256,37,5,19788,93,2,14,1,4,2,4,41,2,56,3,2,3,1,6,4,False,False,False,True,False,False,False,False,True,False,True,False
257,37,2,12974,42,3,11,4,1,5,2,44,1,54,9,2,2,1,24,3,True,True,False,False,False,True,False,True,False,False,False,False
258,21,4,4184,56,6,1,3,4,5,2,43,7,35,5,3,2,1,24,2,True,True,False,False,False,False,True,False,True,False,True,False
259,54,2,4725,94,3,4,4,4,2,4,90,2,55,13,3,4,3,21,1,False,True,False,True,False,False,False,False,False,True,True,False
260,35,1,14380,90,10,7,7,4,5,1,32,5,41,2,2,2,3,42,2,True,False,True,False,False,True,False,True,False,False,False,False
261,55,3,16057,83,24,10,3,2,4,3,59,5,54,16,4,1,2,31,3,True,False,True,False,False,True,False,False,False,False,True,False
262,52,3,8606,15,27,11,8,3,5,2,85,3,38,10,2,1,4,47,1,True,False,False,False,False,False,False,False,False,True,True,False
263,23,4,6956,53,6,6,6,4,5,3,92,3,36,9,3,3,2,41,3,False,False,False,False,False,False,False,True,False,False,True,False
264,52,4,19555,31,23,6,9,2,2,2,82,3,59,9,2,4,1,30,4,False,False,True,False,False,False,False,True,False,False,False,True
265,33,3,19081,49,16,11,6,2,4,4,82,6,41,9,3,3,2,34,4,False,False,False,True,False,False,False,False,False,False,False,False
266,40,4,3421,60,17,9,7,1,3,1,69,4,55,2,4,2,3,18,4,True,False,True,True,False,False,False,True,False,False,True,True
267,39,2,8540,56,19,14,5,3,1,3,82,3,54,14,2,4,2,12,3,False,True,False,False,False,False,True,False,True,False,False,False
268,27,5,19288,53,3,2,7,3,4,2,76,2,34,16,4,3,1,35,3,False,True,False,False,False,False,False,False,False,False,True,False
269,26,5,18966,63,18,4,2,1,3,4,25,3,45,17,2,4,2,7,4,True,False,False,False,False,True,False,False,False,True,False,True
270,22,2,18882,76,7,5,9,3,4,4,85,4,34,18,2,4,3,41,3,False,False,True,False,True,False,False,False,False,True,True,False
271,36,5,7675,52,9,1,9,1,3,2,20,6,41,18,3,3,4,40,2,False,False,True,False,False,False,True,False,True,False,True,False
272,52,1,12082,37,20,8,0,2,3,2,99,4,53,11,1,4,1,25,3,True,False,False,True,False,False,False,False,False,True,False,False
273,31,2,16009,36,12,8,5,2,4,2,1,8,55,4,3,2,2,6,2,True,False,True,False,False,False,True,True,False,False,False,False
274,41,4,9748,18,5,6,0,4,2,1,46,3,49,15,2,1,3,1,4,True,True,False,False,False,False,True,True,False,False,False,False
275,41,2,9103,63,3,12,8,1,4,2,29,3,38,14,1,1,1,46,3,False,False,False,False,False,False,True,False,True,False,False,False
276,49,3,14348,73,11,5,1,2,4,2,26,3,52,14,1,4,1,16,4,False,False,False,False,False,False,True,False,False,True,False,False
277,57,4,12782,87,25,8,1,2,3,1,70,8,36,5,4,1,3,48,1,False,False,True,False,True,False,False,False,False,True,True,False
278,57,3,8882,82,4,3,6,1,1,4,19,4,58,11,2,4,2,4,3,True,False,False,False,False,False,False,False,True,False,True,False
279,27,4,8798,85,5,3,1,2,3,2,49,1,48,1,3,3,2,29,3,True,False,True,False,False,True,False,False,False,False,True,False
280,46,5,12627,16,1,2,9,3,5,3,94,2,49,19,1,2,2,38,4,False,False,True,False,False,False,True,False,False,True,False,False
281,46,2,11415,63,27,5,7,2,4,4,22,2,52,8,1,1,1,47,4,False,False,True,False,False,False,True,False,False,False,False,False
282,53,1,15466,45,28,3,5,1,4,3,12,3,40,3,3,3,4,28,4,True,False,True,False,False,False,True,False,False,True,True,False
283,40,4,12846,54,29,3,6,3,2,2,80,6,56,4,3,2,1,22,1,True,False,True,False,False,False,False,False,False,True,True,False
284,49,4,15720,62,18,6,6,3,3,1,3,8,59,7,1,1,2,8,1,True,False,False,True,False,False,False,False,False,True,True,False
285,52,3,12145,65,12,8,5,2,2,1,13,1,50,9,3,1,1,32,4,True,True,False,True,False,False,False,False,False,True,True,True
286,47,5,7524,57,13,2,9,4,4,1,19,9,41,6,4,2,4,33,3,False,True,False,False,True,False,False,True,False,False,False,False
287,52,3,9559,69,9,4,8,3,3,2,12,1,32,13,1,3,1,13,3,True,False,False,True,False,False,False,False,False,False,True,False
288,24,3,10620,63,2,11,8,1,3,2,2,2,46,4,4,3,3,27,4,False,False,False,False,False,False,True,False,False,False,False,False
289,38,5,6124,94,5,7,6,4,5,3,89,3,36,15,2,1,2,18,2,False,True,False,False,False,False,True,False,False,True,True,False
290,23,1,11671,71,13,1,8,4,5,1,89,7,51,14,4,2,2,18,1,False,True,False,False,False,False,True,False,False,True,False,True
291,54,3,14706,91,16,1,9,3,1,2,81,9,39,4,3,3,2,13,1,True,True,False,False,True,False,False,False,False,False,False,True
292,36,3,15070,29,16,12,2,2,5,4,95,3,52,2,1,2,1,22,2,True,True,False,False,False,False,True,True,False,False,False,False
293,47,4,11134,41,24,13,2,4,3,2,77,8,44,9,4,2,1,14,4,True,True,False,True,False,False,False,False,True,False,False,False
294,49,5,3924,82,3,10,0,2,5,2,46,9,59,4,3,1,1,11,3,True,False,True,False,False,False,False,False,True,False,True,False
295,48,2,8506,94,22,7,4,3,1,4,2,7,31,14,3,2,2,39,3,False,False,False,False,False,False,False,False,False,False,True,False
296,25,1,16650,78,4,14,3,1,4,1,0,4,42,17,4,2,1,22,1,True,False,True,False,False,True,False,False,False,True,True,False
297,54,1,5395,44,11,7,1,4,5,4,89,4,57,7,1,4,2,36,2,True,True,False,True,False,False,False,False,False,True,False,False
298,56,5,18310,50,23,1,8,1,3,1,23,4,33,1,4,2,1,17,3,False,True,False,False,False,False,True,True,False,False,True,False
299,43,4,11226,81,26,1,2,2,4,4,34,6,47,7,2,3,2,32,1,True,True,False,False,False,False,False,False,True,False,True,False
300,48,4,14781,63,14,4,7,2,3,3,13,4,53,7,4,1,3,14,3,False,False,True,True,False,False,False,True,False,False,True,False
301,50,5,8515,90,29,5,5,1,4,1,66,5,52,3,4,1,1,42,3,False,False,True,False,False,False,False,False,True,False,False,True
302,54,4,6365,69,3,5,4,3,3,2,12,9,30,18,1,2,2,29,3,False,True,False,False,False,False,True,False,False,False,False,False
303,52,1,19972,99,16,4,0,3,5,3,46,7,31,17,4,2,3,6,1,False,False,True,False,False,False,False,False,True,False,False,False
304,40,1,14410,70,22,8,3,4,5,1,49,8,31,0,3,3,3,4,2,False,False,True,False,False,True,False,True,False,False,True,False
305,51,2,12095,82,15,7,2,4,1,1,77,5,33,19,1,4,4,11,4,False,True,False,False,False,True,False,True,False,False,True,False
306,42,5,13361,58,28,9,0,3,4,1,84,5,32,14,3,1,1,45,2,False,False,True,False,False,False,False,True,False,False,True,False
307,52,3,11531,45,10,7,4,3,1,4,25,7,46,17,1,4,2,40,3,False,False,False,True,False,False,False,False,False,False,False,True
308,22,3,7270,72,9,10,5,1,2,1,2,8,57,11,2,3,4,10,2,True,False,False,True,False,False,False,False,True,False,True,True
309,37,2,12906,67,11,1,1,2,5,2,50,9,43,0,2,1,1,28,3,True,False,False,True,False,False,False,False,True,False,False,False
310,44,2,19940,98,16,13,2,2,4,1,39,2,31,6,2,3,3,11,1,True,False,False,False,False,False,False,True,False,False,False,False
311,50,4,14279,93,10,14,5,4,1,2,67,3,45,18,4,2,1,35,1,True,True,False,True,False,False,False,False,True,False,False,False
312,22,2,8452,37,17,7,3,3,1,2,35,2,40,0,2,3,2,15,1,False,True,False,False,False,False,True,False,False,True,False,False
313,59,2,9477,42,19,1,8,1,2,2,50,7,54,6,1,2,3,8,3,True,True,False,False,False,True,False,False,False,True,True,False
314,43,3,9470,30,2,7,4,4,1,3,0,2,42,1,2,4,4,20,2,False,False,False,False,False,False,True,False,False,True,True,False
315,51,4,5062,51,24,10,3,1,3,2,32,2,30,6,1,1,1,21,4,True,False,False,True,False,False,False,False,True,False,False,False
316,41,2,12030,35,23,8,1,3,5,4,6,2,54,18,3,1,1,1,4,True,False,True,False,False,False,True,False,False,False,True,True
317,42,2,4813,93,2,11,5,3,1,1,51,4,52,12,4,4,4,29,1,True,False,True,True,False,False,False,False,False,False,False,True
318,21,4,14671,31,6,9,9,3,1,4,10,1,31,4,3,2,1,24,4,False,False,False,False,False,False,False,False,False,False,True,False
319,46,5,17308,51,19,12,1,2,2,3,26,2,31,18,3,1,1,30,3,True,False,False,False,False,False,True,False,False,False,True,False
320,21,4,5313,91,8,3,6,3,3,1,13,3,50,0,2,3,1,40,2,False,False,False,False,False,False,False,False,False,True,False,False
321,45,3,12706,33,26,4,2,4,1,2,85,7,58,0,2,2,3,35,4,False,False,False,False,False,False,False,False,False,True,False,False
322,36,5,12837,44,29,4,8,2,5,1,79,1,34,17,2,1,3,33,4,True,False,True,False,True,False,False,True,False,False,False,False
323,59,1,8831,59,3,12,4,1,5,3,45,6,33,0,3,3,2,20,2,True,False,False,True,False,False,False,False,True,False,False,False
324,52,4,7056,32,26,9,7,4,1,3,75,3,41,4,4,3,1,16,4,True,False,True,False,False,True,False,False,True,False,True,False
325,28,3,3305,92,14,13,5,4,3,4,9,3,55,8,4,1,2,9,2,False,False,False,True,False,False,False,False,False,False,False,True
326,58,5,17347,76,25,7,9,1,5,1,23,4,55,11,3,4,3,31,3,True,False,False,False,False,True,False,False,False,True,True,True
327,48,4,4689,50,16,3,7,2,5,1,60,4,58,8,4,4,1,17,3,False,False,False,True,False,False,False,False,False,False,False,False
328,45,2,6917,98,1,10,2,4,3,1,17,7,57,17,3,1,2,31,3,False,False,True,False,False,False,False,True,False,False,True,False
329,54,4,5936,66,21,5,2,4,3,4,85,3,32,10,3,3,1,48,1,True,False,True,False,False,False,True,False,True,False,False,True
330,44,1,6862,33,3,7,4,4,1,3,8,8,49,0,4,4,1,23,3,True,True,False,False,False,False,True,False,True,False,True,True
331,43,4,17506,58,22,8,9,2,4,2,16,8,39,18,1,4,4,6,4,False,False,False,False,True,False,False,False,False,False,True,False
332,32,5,17318,21,26,1,2,2,2,1,57,7,49,9,1,4,2,30,1,False,True,False,False,False,True,False,True,False,False,True,False
333,26,5,18300,58,18,12,7,2,4,4,12,2,47,1,2,2,3,7,1,False,True,False,False,False,True,False,False,True,False,False,False
334,55,4,8649,82,9,2,9,4,4,4,49,5,50,6,4,4,2,48,1,True,False,True,False,False,True,False,True,False,False,False,True
335,39,5,18674,48,6,7,7,3,5,2,5,6,50,19,2,1,2,40,3,False,False,True,False,False,False,False,True,False,False,False,False
336,20,2,8560,80,23,11,1,1,3,3,84,4,50,1,3,1,2,42,1,True,True,False,False,False,True,False,False,False,False,False,False
337,27,4,18451,83,21,13,3,3,5,1,50,5,56,18,1,2,4,46,3,False,False,False,False,False,False,True,False,False,True,True,False
338,35,2,4079,69,25,14,9,2,2,1,35,9,56,5,4,2,1,11,3,False,False,True,False,False,False,False,False,False,False,True,False
339,33,2,16983,24,1,13,0,4,1,4,70,7,39,9,4,1,3,34,1,True,False,False,True,False,False,False,False,False,True,True,False
340,31,3,18327,56,21,2,3,4,2,3,99,2,30,8,4,2,4,12,1,False,False,False,False,False,True,False,True,False,False,False,False
341,42,4,15755,55,27,7,3,3,5,1,24,1,35,7,1,4,3,45,4,True,True,False,False,False,True,False,False,False,True,True,False
342,34,5,10235,91,10,9,9,3,5,2,10,2,40,10,2,3,4,47,1,True,True,False,True,False,False,False,True,False,False,True,False
343,47,2,5031,83,27,11,8,1,5,3,43,3,31,8,1,3,1,27,3,False,True,False,False,False,True,False,False,True,False,False,False
344,53,3,11514,24,6,2,2,4,5,3,13,2,36,19,2,3,3,12,4,True,True,False,True,False,False,False,False,True,False,False,False
345,21,4,12095,24,23,7,1,3,4,4,28,3,49,19,3,1,2,13,4,True,False,True,False,False,False,False,False,True,False,True,False
346,51,4,17287,74,12,4,8,1,1,4,73,9,50,8,3,2,4,8,3,False,False,True,False,False,False,True,False,False,False,False,False
347,42,1,8911,65,4,11,8,2,4,1,49,4,50,7,2,3,3,16,1,True,True,False,True,False,False,False,False,False,False,False,False
348,41,1,14695,35,28,13,0,3,5,4,4,9,50,14,3,4,1,29,1,True,False,True,False,True,False,False,True,False,False,False,False
349,44,2,6340,22,13,2,5,2,3,3,71,3,47,1,3,4,3,35,2,True,True,False,True,False,False,False,False,True,False,False,True
350,41,1,10876,79,17,13,9,1,4,1,68,1,50,0,4,4,4,29,1,False,False,False,False,False,True,False,False,False,False,True,True
351,41,2,18896,92,27,7,7,2,5,1,87,5,48,8,4,2,1,31,2,True,False,False,False,False,False,False,False,True,False,True,False
352,25,5,15435,99,8,13,2,4,5,3,56,2,33,8,1,3,2,13,4,False,False,False,False,False,False,False,False,False,False,True,False
353,34,2,4141,44,26,5,8,4,1,1,25,4,42,12,1,4,4,12,4,False,True,False,True,False,False,False,False,False,True,True,False
354,56,1,12281,99,20,1,1,2,2,2,5,2,47,7,1,2,4,2,4,True,False,False,False,False,False,True,False,False,True,True,False
355,52,5,5038,63,3,5,5,4,4,2,15,2,49,4,4,4,1,33,2,True,False,True,False,True,False,False,False,True,False,False,False
356,27,1,7270,23,12,12,0,1,4,1,59,3,58,2,1,3,4,8,3,True,False,False,False,False,False,False,True,False,False,True,False
357,24,2,13046,31,7,12,6,4,4,4,99,5,54,3,1,3,3,41,3,False,False,False,False,False,True,False,False,False,False,True,False
358,58,3,7683,83,12,3,2,2,5,2,11,4,53,16,4,3,2,40,4,True,False,False,False,False,True,False,False,False,False,False,True
359,23,4,19878,72,2,7,6,2,1,1,74,2,42,15,2,3,3,49,2,True,False,True,False,False,False,True,False,False,True,False,False
360,25,1,10116,71,24,6,3,2,5,2,2,2,59,15,4,3,1,41,2,True,True,False,False,False,False,False,False,False,True,False,False
361,51,2,4784,76,14,8,8,3,5,4,62,6,56,19,2,4,4,32,4,True,False,True,True,False,False,False,True,False,False,True,True
362,49,5,6786,66,22,13,4,2,3,3,63,7,57,2,4,3,2,38,1,True,True,False,False,False,True,False,True,False,False,False,False
363,54,1,12190,75,23,5,2,1,1,1,61,6,48,5,1,4,1,28,4,False,True,False,False,False,False,True,True,False,False,False,False
364,59,1,8428,54,5,2,7,4,4,1,5,7,46,0,3,3,3,15,2,False,False,False,False,False,False,False,False,True,False,False,False
365,35,4,9681,52,9,9,5,4,2,1,18,1,30,15,3,4,4,23,1,True,True,False,False,False,False,False,False,False,True,True,False
366,32,2,9893,57,21,14,1,3,4,1,17,6,35,14,2,3,4,24,3,True,False,True,False,False,False,False,False,True,False,False,True
367,49,3,15661,77,11,11,2,3,5,1,79,3,48,6,2,4,1,13,1,True,False,True,False,False,False,False,False,False,True,False,True
368,38,5,17892,33,5,8,7,1,1,1,86,1,49,1,2,3,3,21,3,True,True,False,False,False,False,False,False,False,True,True,False
369,36,2,12643,64,3,6,9,2,1,4,42,8,30,9,3,2,4,12,2,False,False,False,False,False,True,False,False,False,False,False,False
370,38,5,12943,47,27,13,6,3,1,3,72,4,37,14,2,4,3,13,4,True,False,False,False,False,False,True,False,False,True,True,False
371,47,1,13472,27,17,10,9,4,3,4,2,8,46,5,4,2,2,39,4,False,False,True,False,False,False,False,False,False,True,True,False
372,45,4,15992,92,2,7,5,3,4,4,71,4,50,1,4,4,4,23,4,False,False,False,False,True,False,False,False,True,False,False,False
373,56,4,14126,76,24,9,0,3,3,3,37,4,51,16,3,4,2,46,4,True,True,False,False,True,False,False,False,False,True,True,True
374,45,3,9869,57,1,7,8,2,2,4,67,4,44,0,4,4,4,43,4,False,True,False,False,False,False,True,False,True,False,False,False
375,42,4,10669,63,7,3,2,3,5,2,75,6,47,0,2,1,1,28,2,False,False,True,True,False,False,False,True,False,False,False,False
376,28,1,14538,50,14,6,4,1,3,4,43,9,36,3,3,3,4,14,2,False,True,False,True,False,False,False,False,False,True,False,False
377,31,3,13065,24,5,11,6,4,3,1,94,5,45,19,2,2,4,17,4,False,False,True,True,False,False,False,False,False,True,False,True
378,20,2,13171,20,19,13,6,2,5,2,88,8,36,15,4,2,3,24,1,True,True,False,False,True,False,False,False,True,False,True,False
379,20,4,5962,71,28,11,2,4,1,2,79,8,46,7,2,4,3,34,4,True,False,True,True,False,False,False,True,False,False,False,True
380,53,3,16851,15,28,7,3,1,5,3,62,4,33,0,3,2,2,48,3,False,False,False,False,False,True,False,False,False,False,False,False
381,51,1,15979,85,11,2,9,1,4,4,41,9,41,18,2,2,2,22,3,True,True,False,False,False,False,False,True,False,False,False,False
382,44,5,8296,72,23,3,6,3,5,4,63,9,42,10,4,2,2,10,3,True,True,False,False,True,False,False,False,True,False,True,True
383,59,5,17745,35,25,4,7,3,1,2,53,5,33,16,1,2,4,8,3,True,False,True,False,False,False,True,True,False,False,True,False
384,20,1,8730,94,2,10,1,3,5,4,77,6,50,9,3,1,4,21,4,True,False,True,False,False,False,True,False,True,False,False,False
385,35,1,16921,70,8,6,8,4,3,4,76,5,30,11,2,4,2,37,3,True,True,False,False,False,False,False,False,True,False,True,False
386,58,5,3126,34,9,1,6,1,2,3,70,3,30,8,3,2,1,7,1,False,False,True,False,True,False,False,False,False,False,True,False
387,24,3,8602,68,27,9,7,2,3,2,75,8,36,6,2,1,1,26,4,True,True,False,True,False,False,False,False,False,True,False,False
388,41,5,15581,39,3,5,5,3,2,1,36,9,38,11,1,1,4,13,3,True,False,False,True,False,False,False,False,True,False,False,False
389,48,1,18997,42,2,13,5,4,5,2,3,4,30,14,4,4,1,16,4,True,False,True,False,False,True,False,False,True,False,False,True
390,22,4,12211,19,7,12,8,3,4,3,1,9,45,7,2,3,1,30,4,True,True,False,False,False,True,False,False,False,False,False,False
391,31,2,17997,35,5,14,3,1,5,3,98,9,47,16,2,3,2,31,4,False,False,False,True,False,False,False,False,True,False,False,True
392,45,4,9671,32,21,7,4,2,1,3,43,7,51,4,1,3,1,5,2,False,False,False,False,False,False,True,False,False,True,True,False
393,35,4,15271,61,26,9,8,1,5,4,66,8,44,13,3,2,1,32,3,False,True,False,False,False,False,True,False,False,False,False,False
394,56,1,11876,84,5,9,0,4,2,2,67,3,35,1,4,4,4,16,2,False,False,True,False,False,True,False,False,False,True,False,True
395,41,5,5887,71,20,1,3,3,3,4,75,5,31,15,2,3,4,47,1,True,True,False,False,False,False,False,False,False,True,False,True
396,48,3,12654,33,13,1,6,1,4,4,82,3,38,16,2,2,4,9,1,False,False,False,True,False,False,False,False,False,False,False,False
397,33,4,7086,79,21,3,8,4,5,2,73,7,33,2,4,4,1,22,2,True,True,False,False,False,True,False,False,True,False,False,False
398,47,5,7180,17,29,6,9,3,5,3,61,6,42,0,1,2,2,44,3,True,False,True,False,False,True,False,False,False,True,True,False
399,24,3,5841,56,20,2,5,2,3,1,0,3,52,17,3,3,3,40,4,True,False,False,True,False,False,False,False,False,True,False,False
400,49,4,9040,35,29,10,7,1,4,1,16,9,51,17,4,3,4,45,1,True,True,False,True,False,False,False,False,False,True,True,False
401,24,3,13304,54,6,12,8,3,5,2,15,1,40,3,3,1,4,37,1,True,False,True,False,False,False,True,False,False,True,False,False
402,31,5,7758,81,20,11,9,3,5,2,8,3,42,14,1,1,4,14,1,False,False,False,False,False,False,False,False,False,False,False,False
403,35,2,19234,39,18,1,3,3,2,3,52,7,40,18,1,4,2,16,3,False,False,True,False,False,False,False,False,False,False,False,False
404,45,5,8014,69,25,1,0,3,2,2,72,3,48,18,4,2,3,43,2,False,False,False,True,False,False,False,True,False,False,True,True
405,45,1,4375,98,2,13,7,1,1,2,58,3,37,9,2,2,3,20,2,False,True,False,False,True,False,False,True,False,False,False,False
406,40,3,4181,66,25,5,1,3,3,3,8,2,36,4,1,3,4,44,3,True,False,True,False,False,True,False,False,False,True,False,False
407,58,2,3490,58,26,4,0,4,4,3,11,9,54,18,1,3,1,15,1,False,False,False,False,False,True,False,False,True,False,False,True
408,55,3,6729,99,6,1,6,1,5,4,40,4,45,10,4,4,4,44,3,True,False,True,True,False,False,False,False,False,True,False,True
409,52,3,8974,70,9,4,9,3,5,2,14,6,32,6,4,1,4,26,3,False,False,True,False,True,False,False,False,True,False,False,False
410,49,4,4882,69,25,3,8,1,1,1,65,2,46,4,4,3,1,9,2,True,True,False,False,False,False,True,False,False,True,False,False
411,56,1,5987,84,3,2,8,4,5,2,74,9,47,19,1,2,1,1,3,True,False,True,True,False,False,False,True,False,False,False,True
412,42,3,8585,91,1,9,2,4,3,1,10,7,57,11,3,3,4,35,3,False,False,False,True,False,False,False,True,False,False,True,True
413,29,5,6159,87,1,14,5,1,1,1,7,5,56,18,1,1,2,44,1,True,False,False,False,False,True,False,False,True,False,False,True
414,24,5,7530,95,19,11,6,3,3,1,54,7,44,14,4,2,2,20,4,True,False,False,True,False,False,False,False,False,True,False,False
415,55,4,4073,80,5,1,9,3,1,4,95,4,57,11,2,1,1,45,1,False,False,False,True,False,False,False,False,True,False,False,False
416,53,1,16743,33,13,7,8,4,5,3,5,7,46,3,2,4,4,6,2,True,True,False,True,False,False,False,True,False,False,True,False
